Time,Team,Operation,BuyVolume,SellVolume,EtfPosition,FuturePosition,EtfPrice,FuturePrice,TotalFees,AccountBalance,ProfitOrLoss,Status
163.016,TraderOne,Tick,880,894,-14,14,150800,150700,17395,-41495,-42895,OK
163.281,TraderOne,Tick,881,894,-13,13,150800,150800,17380,-41580,-41580,OK
163.5,TraderOne,Tick,881,894,-13,13,150800,150800,17380,-41580,-41580,OK
163.719,TraderOne,Tick,881,894,-13,13,150800,150800,17380,-41580,-41580,OK
163.953,TraderOne,Tick,891,894,-3,3,151000,150800,17682,-43882,-44482,OK
164.219,TraderOne,Tick,901,894,7,-7,151000,151000,17984,-45184,-45184,OK
164.516,TraderOne,Tick,901,894,7,-7,151000,150900,17984,-45184,-44484,OK
164.734,TraderOne,Tick,901,904,-3,-7,151200,150900,17833,1465967,-43933,OK
164.969,TraderOne,Tick,901,904,-3,3,151200,151000,17833,-44033,-44633,OK
165.219,TraderOne,Tick,901,904,-3,3,151200,151000,17833,-44033,-44633,OK
165.547,TraderOne,Tick,901,914,-13,13,151400,151000,17682,-41882,-45782,OK
165.797,TraderOne,Tick,901,914,-13,13,151400,151000,17682,-41882,-45782,OK
165.984,TraderOne,Tick,901,914,-13,13,151400,151000,17682,-41882,-45782,OK
166.297,TraderOne,Tick,901,914,-13,13,151400,151100,17682,-41882,-45782,OK
166.531,TraderOne,Tick,901,914,-13,13,151400,151100,17682,-41882,-45782,OK
166.734,TraderOne,Tick,901,914,-13,13,151400,151100,17682,-41882,-45782,OK
166.969,TraderOne,Tick,901,914,-13,13,151400,151100,17682,-41882,-45782,OK
167.297,TraderOne,Tick,901,914,-13,13,151400,151100,17682,-41882,-45782,OK
167.5,TraderOne,Tick,901,914,-13,13,151400,151100,17682,-41882,-45782,OK
167.781,TraderOne,Tick,911,914,-3,3,151500,151100,17985,-44185,-45085,OK
168.0,TraderOne,Tick,911,914,-3,3,151500,151100,17985,-44185,-45085,OK
168.219,TraderOne,Tick,911,914,-3,3,151500,151100,17985,-44185,-45085,OK
168.453,TraderOne,Tick,911,914,-3,3,151500,151100,17985,-44185,-45085,OK
168.734,TraderOne,Tick,911,914,-3,3,151500,151100,17985,-44185,-45085,OK
169.047,TraderOne,Tick,911,914,-3,3,151500,151100,17985,-44185,-45085,OK
169.281,TraderOne,Tick,911,924,-13,13,151100,150500,17834,-43034,-46934,OK
169.5,TraderOne,Tick,911,924,-13,13,151100,150500,17834,-43034,-46934,OK
169.734,TraderOne,Tick,911,924,-13,13,151100,150800,17834,-43034,-46934,OK
170.047,TraderOne,Tick,911,924,-13,13,151100,150700,17834,-43034,-46934,OK
170.281,TraderOne,Tick,911,924,-13,13,151100,150700,17834,-43034,-46934,OK
170.516,TraderOne,Tick,911,924,-13,13,151100,150700,17834,-43034,-46934,OK
170.766,TraderOne,Tick,911,924,-13,13,151100,150500,17834,-43034,-46934,OK
171.0,TraderOne,Tick,911,924,-13,13,151100,150500,17834,-43034,-46934,OK
171.219,TraderOne,Tick,911,924,-13,13,151100,150500,17834,-43034,-46934,OK
171.547,TraderOne,Tick,915,924,-9,9,150600,150500,17774,-43374,-44274,OK
171.719,TraderOne,Tick,915,924,-9,9,150600,150500,17774,-43374,-44274,OK
172.016,TraderOne,Tick,921,934,-13,13,151200,150500,17533,-42733,-46633,OK
172.219,TraderOne,Tick,921,934,-13,13,151200,150500,17533,-42733,-46633,OK
172.516,TraderOne,Tick,921,934,-13,13,151200,150500,17533,-42733,-46633,OK
172.766,TraderOne,Tick,921,944,-23,23,151000,150500,17382,-40582,-47482,OK
173.047,TraderOne,Tick,921,944,-23,23,151000,150500,17382,-40582,-47482,OK
173.281,TraderOne,Tick,921,944,-23,23,151000,150500,17382,-40582,-47482,OK
173.516,TraderOne,Tick,921,944,-23,23,151000,150500,17382,-40582,-47482,OK
173.766,TraderOne,Tick,921,944,-23,23,151000,150500,17382,-40582,-47482,OK
173.953,TraderOne,Tick,921,944,-23,23,151000,150500,17382,-40582,-47482,OK
174.266,TraderOne,Tick,921,944,-23,23,151000,150500,17382,-40582,-47482,OK
174.547,TraderOne,Tick,921,944,-23,23,151000,150500,17382,-40582,-47482,OK
174.75,TraderOne,Tick,921,944,-23,23,151000,150600,17382,-40582,-47482,OK
175.047,TraderOne,Tick,931,944,-13,13,150800,150600,17684,-42884,-45484,OK
175.234,TraderOne,Tick,941,944,-3,3,150800,150600,17986,-45186,-45786,OK
175.516,TraderOne,Tick,941,944,-3,3,150800,150600,17986,-45186,-45786,OK
175.734,TraderOne,Tick,941,944,-3,3,150800,150600,17986,-45186,-45786,OK
176.016,TraderOne,Tick,941,944,-3,3,150800,150600,17986,-45186,-45786,OK
176.234,TraderOne,Tick,941,944,-3,3,150800,150600,17986,-45186,-45786,OK
176.531,TraderOne,Tick,951,944,7,-7,150700,150600,17835,-46035,-45335,OK
176.734,TraderOne,Tick,951,944,7,-7,150700,150600,17835,-46035,-45335,OK
177.0,TraderOne,Tick,951,944,7,-7,150700,150600,17835,-46035,-45335,OK
177.203,TraderOne,Tick,951,944,7,-7,150700,150600,17835,-46035,-45335,OK
177.5,TraderOne,Tick,951,954,-3,3,151200,150600,17684,-45884,-46784,OK
177.719,TraderOne,Tick,951,954,-3,3,151200,150300,17684,-45884,-46784,OK
178.016,TraderOne,Tick,951,954,-3,3,151200,150300,17684,-45884,-46784,OK
178.25,TraderOne,Tick,951,954,-3,3,151200,150300,17684,-45884,-46784,OK
178.5,TraderOne,Tick,951,954,-3,3,151200,150200,17684,-45884,-46784,OK
178.781,TraderOne,Tick,951,964,-13,13,150400,150200,17985,-44185,-46785,OK
179.0,TraderOne,Tick,951,974,-23,23,150400,150200,18286,-42486,-47086,OK
179.219,TraderOne,Tick,951,974,-23,23,150400,150200,18286,-42486,-47086,OK
179.5,TraderOne,Tick,951,974,-23,23,150400,149900,18286,-42486,-49386,OK
179.719,TraderOne,Tick,951,974,-23,23,150400,149900,18286,-42486,-49386,OK
179.969,TraderOne,Tick,951,974,-23,23,150100,149900,18286,-42486,-47086,OK
180.297,TraderOne,Tick,960,984,-24,24,150100,149800,18001,-41801,-49001,OK
180.469,TraderOne,Tick,960,984,-24,24,150100,149800,18001,-41801,-49001,OK
180.703,TraderOne,Tick,960,984,-24,24,150100,149900,18001,-41801,-46601,OK
181.0,TraderOne,Tick,960,984,-24,24,150100,149900,18001,-41801,-46601,OK
181.234,TraderOne,Tick,960,984,-24,24,150100,149900,18001,-41801,-46601,OK
181.547,TraderOne,Tick,970,984,-14,14,149700,149900,17851,-44651,-41851,OK
181.734,TraderOne,Tick,970,984,-14,14,149700,149900,17851,-44651,-41851,OK
181.984,TraderOne,Tick,970,984,-14,14,149700,149900,17851,-44651,-41851,OK
182.266,TraderOne,Tick,970,984,-14,14,149700,149900,17851,-44651,-41851,OK
182.453,TraderOne,Tick,970,984,-14,14,149700,149900,17851,-44651,-41851,OK
182.734,TraderOne,Tick,970,984,-14,14,149700,149900,17851,-44651,-41851,OK
183.0,TraderOne,Tick,970,984,-14,14,149700,149900,17851,-44651,-41851,OK
183.25,TraderOne,Tick,970,984,-14,14,149700,149900,17851,-44651,-41851,OK
183.547,TraderOne,Tick,970,984,-14,14,149700,150000,17851,-44651,-40451,OK
183.766,TraderOne,Tick,980,984,-4,4,150100,150000,17701,-46501,-46901,OK
184.047,TraderOne,Tick,983,984,-1,1,150100,150000,17656,-46756,-46856,OK
184.25,TraderOne,Tick,983,984,-1,1,150100,149700,17656,-46756,-46956,OK
184.531,TraderOne,Tick,983,984,-1,1,150100,149700,17656,-46756,-46956,OK
184.781,TraderOne,Tick,1003,984,19,-19,149700,149700,17805,-44905,-44905,OK
185.031,TraderOne,Tick,1013,984,29,-29,149700,150000,18104,-44204,-52904,OK
185.281,TraderOne,Tick,1013,984,29,-29,149700,150000,18104,-44204,-52904,OK
185.547,TraderOne,Tick,1013,984,29,-29,149700,150000,18104,-44204,-52904,OK
185.75,TraderOne,Tick,1013,984,29,-29,149700,150000,18104,-44204,-52904,OK
185.969,TraderOne,Tick,1013,984,29,-29,149700,150000,18104,-44204,-52904,OK
186.203,TraderOne,Tick,1013,984,29,-29,149700,149800,18104,-44204,-47104,OK
186.516,TraderOne,Tick,1013,994,19,-19,149600,149800,18403,-46503,-50303,OK
186.75,TraderOne,Tick,1013,994,19,-19,149600,149800,18403,-46503,-50303,OK
186.969,TraderOne,Tick,1023,994,29,-29,149700,149800,18702,-45802,-48702,OK
187.25,TraderOne,Tick,1023,994,29,-29,149700,149800,18702,-45802,-48702,OK
187.531,TraderOne,Tick,1023,994,29,-29,149700,150000,18702,-45802,-54502,OK
187.75,TraderOne,Tick,1033,994,39,-39,149700,150000,19001,-43101,-54801,OK
188.047,TraderOne,Tick,1043,994,49,-49,149700,150000,19300,-40400,-55100,OK
188.297,TraderOne,Tick,1049,994,55,-55,149700,150100,19210,-36710,-53210,OK
188.516,TraderOne,Tick,1049,1004,45,-45,149700,150100,19060,-43560,-57060,OK
188.719,TraderOne,Tick,1049,1004,45,-45,149700,150100,19060,-43560,-57060,OK
188.969,TraderOne,Tick,1049,1004,45,-45,149700,150200,19060,-43560,-57060,OK
189.313,TraderOne,Tick,1049,1004,45,-45,149700,150200,19060,-43560,-57060,OK
189.531,TraderOne,Tick,1059,1004,55,-45,150000,150200,18910,-1543410,-52410,OK
189.781,TraderOne,Tick,1059,1004,55,-55,150000,150200,18910,-40410,-51410,OK
189.969,TraderOne,Tick,1059,1004,55,-55,150000,150200,18910,-40410,-51410,OK
190.203,TraderOne,Tick,1059,1004,55,-55,150000,150300,18910,-40410,-56910,OK
190.516,TraderOne,Tick,1059,1004,55,-55,150000,150300,18910,-40410,-56910,OK
190.703,TraderOne,Tick,1059,1004,55,-55,150000,150300,18910,-40410,-56910,OK
191.031,TraderOne,Tick,1059,1004,55,-55,149500,150300,18910,-40410,-56910,OK
191.25,TraderOne,Tick,1059,1004,55,-55,149500,150400,18910,-40410,-56910,OK
191.547,TraderOne,Tick,1069,1004,65,-65,150000,150700,19210,-34710,-54210,OK
191.719,TraderOne,Tick,1069,1004,65,-65,150000,150800,19210,-34710,-54210,OK
191.938,TraderOne,Tick,1069,1014,55,-55,150200,150800,19510,-41010,-57510,OK
192.234,TraderOne,Tick,1069,1014,55,-55,150200,150700,19510,-41010,-57510,OK
192.5,TraderOne,Tick,1069,1014,55,-55,150200,150700,19510,-41010,-57510,OK
192.781,TraderOne,Tick,1079,1014,65,-65,150300,150700,19810,-37310,-56810,OK
193.063,TraderOne,Tick,1079,1014,65,-65,150200,150500,19810,-37310,-56810,OK
193.234,TraderOne,Tick,1079,1024,55,-55,150200,150500,20110,-42610,-59110,OK
193.516,TraderOne,Tick,1079,1034,45,-45,150000,150500,20410,-47910,-61410,OK
193.766,TraderOne,Tick,1079,1034,45,-45,150000,150500,20410,-47910,-61410,OK
194.0,TraderOne,Tick,1079,1034,45,-45,150000,150500,20410,-47910,-61410,OK
194.219,TraderOne,Tick,1079,1044,35,-35,150100,150500,20260,-55760,-66260,OK
194.531,TraderOne,Tick,1079,1044,35,-35,150100,150500,20260,-55760,-66260,OK
194.703,TraderOne,Tick,1079,1044,35,-35,150100,150500,20260,-55760,-66260,OK
195.031,TraderOne,Tick,1079,1044,35,-35,150100,150600,20260,-55760,-66260,OK
195.25,TraderOne,Tick,1079,1044,35,-35,150100,150600,20260,-55760,-66260,OK
195.516,TraderOne,Tick,1079,1044,35,-35,150100,150600,20260,-55760,-66260,OK
195.719,TraderOne,Tick,1079,1044,35,-35,150100,150600,20260,-55760,-66260,OK
196.031,TraderOne,Tick,1079,1044,35,-35,150100,150600,20260,-55760,-66260,OK
196.234,TraderOne,Tick,1079,1044,35,-35,150100,150600,20260,-55760,-66260,OK
196.5,TraderOne,Tick,1089,1044,45,-45,149800,150600,20110,-52610,-66110,OK
196.703,TraderOne,Tick,1089,1044,45,-45,149800,150100,20110,-52610,-66110,OK
197.047,TraderOne,Tick,1089,1044,45,-45,149800,150000,20110,-52610,-61610,OK
197.313,TraderOne,Tick,1089,1044,45,-45,149800,150000,20110,-52610,-61610,OK
197.5,TraderOne,Tick,1089,1054,35,-35,149500,150000,20409,-56909,-67409,OK
197.719,TraderOne,Tick,1089,1054,35,-35,149500,149800,20409,-56909,-67409,OK
198.016,TraderOne,Tick,1089,1054,35,-35,149500,149700,20409,-56909,-63909,OK
198.297,TraderOne,Tick,1089,1064,25,-25,149500,149700,20708,-60208,-65208,OK
198.547,TraderOne,Tick,1089,1074,15,-15,149500,149500,21007,-62507,-62507,OK
198.75,TraderOne,Tick,1089,1084,5,-5,149500,149500,21306,-64806,-64806,OK
199.016,TraderOne,Tick,1089,1084,5,-5,149500,149500,21306,-64806,-64806,OK
199.203,TraderOne,Tick,1089,1084,5,-5,149500,149500,21306,-64806,-64806,OK
199.469,TraderOne,Tick,1089,1084,5,-5,149500,149500,21306,-64806,-64806,OK
199.797,TraderOne,Tick,1089,1084,5,-5,149500,149500,21306,-64806,-64806,OK
200.0,TraderOne,Tick,1089,1084,5,-5,149500,149500,21306,-64806,-64806,OK
200.234,TraderOne,Tick,1089,1084,5,-5,149500,149600,21306,-64806,-65306,OK
200.531,TraderOne,Tick,1089,1088,1,-1,149700,149600,21246,-64746,-64646,OK
200.766,TraderOne,Tick,1089,1088,1,-1,149700,149600,21246,-64746,-64646,OK
201.0,TraderOne,Tick,1089,1088,1,-1,149700,149600,21246,-64746,-64646,OK
201.266,TraderOne,Tick,1089,1098,-9,9,149900,149600,21096,-64596,-66396,OK
201.516,TraderOne,Tick,1089,1098,-9,9,149900,149800,21096,-64596,-65496,OK
201.734,TraderOne,Tick,1098,1098,0,0,149900,150000,21366,-65766,-65766,OK
202.016,TraderOne,Tick,1108,1098,10,-10,149300,150000,21216,-65616,-68616,OK
202.203,TraderOne,Tick,1108,1098,10,-10,149300,150200,21216,-65616,-68616,OK
202.469,TraderOne,Tick,1108,1098,10,-10,149300,150200,21216,-65616,-68616,OK
202.781,TraderOne,Tick,1108,1098,10,-10,149300,150600,21216,-65616,-68616,OK
203.047,TraderOne,Tick,1118,1098,20,-20,150500,150600,21517,-64917,-66917,OK
203.313,TraderOne,Tick,1118,1098,20,-20,150500,150600,21517,-64917,-66917,OK
203.5,TraderOne,Tick,1118,1098,20,-20,150500,150600,21517,-64917,-66917,OK
203.766,TraderOne,Tick,1118,1098,20,-20,150500,150600,21517,-64917,-66917,OK
204.016,TraderOne,Tick,1128,1098,30,-20,150300,150600,21367,-1567767,-70767,OK
204.203,TraderOne,Tick,1128,1098,30,-30,150300,150600,21367,-63767,-72767,OK
204.484,TraderOne,Tick,1128,1098,30,-30,150300,150600,21367,-63767,-72767,OK
204.797,TraderOne,Tick,1128,1098,30,-30,150300,150600,21367,-63767,-72767,OK
205.047,TraderOne,Tick,1137,1098,39,-39,149900,150100,21232,-62732,-70532,OK
205.281,TraderOne,Tick,1137,1108,29,-29,149700,149700,21531,-65031,-65031,OK
205.547,TraderOne,Tick,1137,1118,19,-19,150400,149700,21381,-66881,-63081,OK
205.734,TraderOne,Tick,1137,1118,19,-19,150400,149700,21381,-66881,-63081,OK
206.031,TraderOne,Tick,1137,1128,9,-19,150300,149800,21231,1430269,-65031,OK
206.234,TraderOne,Tick,1137,1128,9,-9,150300,149800,21231,-68731,-66031,OK
206.453,TraderOne,Tick,1137,1128,9,-9,150300,149800,21231,-68731,-66031,OK
206.781,TraderOne,Tick,1137,1128,9,-9,150300,149800,21231,-68731,-66031,OK
207.047,TraderOne,Tick,1137,1128,9,-9,150300,149800,21231,-68731,-66031,OK
207.219,TraderOne,Tick,1137,1128,9,-9,150300,149800,21231,-68731,-66031,OK
207.547,TraderOne,Tick,1137,1128,9,-9,150300,149800,21231,-68731,-66031,OK
207.734,TraderOne,Tick,1137,1128,9,-9,150300,149800,21231,-68731,-66031,OK
207.953,TraderOne,Tick,1137,1128,9,-9,150300,149800,21231,-68731,-66031,OK
208.203,TraderOne,Tick,1147,1128,19,-19,149200,149800,21081,-68581,-74281,OK
208.516,TraderOne,Tick,1147,1138,9,-19,149800,149800,20931,1428569,-69431,OK
208.75,TraderOne,Tick,1147,1138,9,-9,149800,149800,20931,-69431,-69431,OK
208.969,TraderOne,Tick,1147,1138,9,-9,149800,149800,20931,-69431,-69431,OK
209.25,TraderOne,Tick,1147,1138,9,-9,149800,149800,20931,-69431,-69431,OK
209.516,TraderOne,Tick,1147,1138,9,-9,149800,149800,20931,-69431,-69431,OK
209.766,TraderOne,Tick,1147,1148,-1,1,150300,149800,20781,-69281,-69581,OK
209.953,TraderOne,Tick,1147,1148,-1,1,150300,149800,20781,-69281,-69581,OK
210.266,TraderOne,Tick,1147,1148,-1,1,150300,149800,20781,-69281,-69581,OK
210.453,TraderOne,Tick,1147,1148,-1,1,150300,149800,20781,-69281,-69581,OK
210.766,TraderOne,Tick,1147,1148,-1,1,150300,149800,20781,-69281,-69581,OK
211.0,TraderOne,Tick,1147,1158,-11,11,150400,149900,20631,-68131,-71431,OK
211.266,TraderOne,Tick,1147,1167,-20,20,150200,149900,20901,-65701,-71701,OK
211.547,TraderOne,Tick,1147,1167,-20,20,150200,149900,20901,-65701,-71701,OK
211.75,TraderOne,Tick,1157,1167,-10,10,149800,149600,20751,-69551,-71551,OK
212.031,TraderOne,Tick,1167,1167,0,0,149100,149600,20601,-70401,-70401,OK
212.203,TraderOne,Tick,1167,1167,0,0,149100,149700,20601,-70401,-70401,OK
212.484,TraderOne,Tick,1167,1167,0,0,149100,149700,20601,-70401,-70401,OK
212.797,TraderOne,Tick,1167,1177,-10,10,150200,149700,20451,-68251,-70251,OK
212.984,TraderOne,Tick,1167,1177,-10,10,150200,149700,20451,-68251,-70251,OK
213.297,TraderOne,Tick,1167,1177,-10,10,150200,149300,20451,-68251,-70251,OK
213.516,TraderOne,Tick,1167,1177,-10,10,150200,149300,20451,-68251,-70251,OK
213.703,TraderOne,Tick,1167,1177,-10,10,150200,149300,20451,-68251,-70251,OK
214.0,TraderOne,Tick,1167,1177,-10,10,150200,149300,20451,-68251,-70251,OK
214.297,TraderOne,Tick,1167,1177,-10,10,150200,149300,20451,-68251,-70251,OK
214.469,TraderOne,Tick,1167,1177,-10,10,150200,149300,20451,-68251,-70251,OK
214.781,TraderOne,Tick,1167,1177,-10,10,150200,149600,20451,-68251,-70251,OK
215.047,TraderOne,Tick,1167,1177,-10,10,150200,149600,20451,-68251,-70251,OK
215.203,TraderOne,Tick,1167,1177,-10,10,150200,149600,20451,-68251,-70251,OK
215.547,TraderOne,Tick,1167,1177,-10,10,150200,149600,20451,-68251,-70251,OK
215.781,TraderOne,Tick,1167,1177,-10,10,150200,149600,20451,-68251,-70251,OK
216.016,TraderOne,Tick,1173,1177,-4,4,149300,149600,20361,-68161,-67361,OK
216.25,TraderOne,Tick,1173,1177,-4,4,149300,149400,20361,-68161,-67761,OK
216.547,TraderOne,Tick,1173,1177,-4,4,149300,149700,20361,-68161,-67361,OK
216.797,TraderOne,Tick,1183,1177,6,-6,149700,149700,20660,-67460,-67460,OK
217.016,TraderOne,Tick,1193,1177,16,-16,149900,150000,20645,-66845,-68445,OK
217.219,TraderOne,Tick,1203,1177,26,-26,149500,150000,20944,-63144,-70944,OK
217.469,TraderOne,Tick,1213,1177,36,-36,149500,150100,21243,-59443,-70243,OK
217.734,TraderOne,Tick,1213,1177,36,-36,149500,150100,21243,-59443,-70243,OK
218.0,TraderOne,Tick,1213,1177,36,-36,149500,149900,21243,-59443,-70243,OK
218.234,TraderOne,Tick,1213,1177,36,-36,149500,149900,21243,-59443,-70243,OK
218.5,TraderOne,Tick,1213,1177,36,-36,149500,149900,21243,-59443,-70243,OK
218.703,TraderOne,Tick,1213,1177,36,-36,149500,149900,21243,-59443,-70243,OK
219.031,TraderOne,Tick,1213,1187,26,-36,150500,149900,21093,1437707,-53493,OK
219.203,TraderOne,Tick,1213,1187,26,-26,150500,149900,21093,-62293,-54493,OK
219.5,TraderOne,Tick,1213,1197,16,-16,150400,149900,20943,-65143,-60343,OK
219.781,TraderOne,Tick,1213,1197,16,-16,150400,149900,20943,-65143,-60343,OK
219.984,TraderOne,Tick,1213,1207,6,-6,150500,149900,20793,-65993,-64193,OK
220.25,TraderOne,Tick,1213,1207,6,-6,150500,149900,20793,-65993,-64193,OK
220.516,TraderOne,Tick,1213,1207,6,-6,150500,149900,20793,-65993,-64193,OK
220.766,TraderOne,Tick,1213,1207,6,-6,150500,149900,20793,-65993,-64193,OK
221.0,TraderOne,Tick,1213,1217,-4,4,150500,150000,20643,-65843,-67043,OK
221.266,TraderOne,Tick,1213,1217,-4,4,150500,150000,20643,-65843,-67043,OK
221.5,TraderOne,Tick,1213,1217,-4,4,150500,150100,20643,-65843,-67043,OK
221.719,TraderOne,Tick,1213,1217,-4,4,150500,150100,20643,-65843,-67043,OK
221.969,TraderOne,Tick,1213,1217,-4,4,150500,150100,20643,-65843,-67043,OK
222.266,TraderOne,Tick,1213,1217,-4,4,150500,150100,20643,-65843,-67043,OK
222.5,TraderOne,Tick,1213,1217,-4,4,150500,150100,20643,-65843,-67043,OK
222.75,TraderOne,Tick,1223,1217,6,-6,149500,150100,20493,-66693,-68493,OK
223.047,TraderOne,Tick,1223,1217,6,-6,149500,150000,20493,-66693,-68493,OK
223.219,TraderOne,Tick,1223,1227,-4,4,150100,150000,20793,-66993,-67393,OK
223.484,TraderOne,Tick,1223,1227,-4,4,150100,150000,20793,-66993,-67393,OK
223.766,TraderOne,Tick,1223,1237,-14,14,150300,150000,20643,-65843,-70043,OK
224.063,TraderOne,Tick,1223,1247,-24,24,150400,150000,20944,-64144,-71344,OK
224.266,TraderOne,Tick,1223,1253,-30,30,150400,150000,21124,-61924,-70924,OK
224.5,TraderOne,Tick,1223,1253,-30,30,150400,150000,21124,-61924,-70924,OK
224.781,TraderOne,Tick,1223,1253,-30,30,150400,149800,21124,-61924,-70924,OK
225.016,TraderOne,Tick,1223,1263,-40,40,150100,149400,21424,-56224,-64224,OK
225.281,TraderOne,Tick,1223,1263,-40,40,150100,149500,21424,-56224,-64224,OK
225.5,TraderOne,Tick,1223,1263,-40,40,150100,149500,21424,-56224,-64224,OK
225.734,TraderOne,Tick,1223,1263,-40,40,150100,149500,21424,-56224,-64224,OK
226.016,TraderOne,Tick,1233,1263,-30,40,149300,149500,21274,-1555074,-54074,OK
226.281,TraderOne,Tick,1233,1263,-30,30,149300,149500,21274,-60074,-54074,OK
226.5,TraderOne,Tick,1233,1263,-30,30,149300,149500,21274,-60074,-54074,OK
226.766,TraderOne,Tick,1233,1273,-40,40,150300,149500,21124,-57924,-65924,OK
227.063,TraderOne,Tick,1233,1273,-40,40,150300,149500,21124,-57924,-65924,OK
227.297,TraderOne,Tick,1233,1273,-40,40,150300,149500,21124,-57924,-65924,OK
227.5,TraderOne,Tick,1233,1273,-40,40,150300,150200,21124,-57924,-61924,OK
227.781,TraderOne,Tick,1243,1273,-30,30,150600,150600,21425,-61725,-61725,OK
227.984,TraderOne,Tick,1253,1273,-20,20,150600,150800,21726,-60026,-56026,OK
228.266,TraderOne,Tick,1263,1273,-10,10,150600,150600,22027,-59327,-59327,OK
228.516,TraderOne,Tick,1273,1273,0,0,150600,150600,22328,-58628,-58628,OK
228.703,TraderOne,Tick,1283,1273,10,-10,150600,150600,22629,-58929,-58929,OK
229.063,TraderOne,Tick,1287,1273,14,-14,150500,150600,22569,-58069,-59469,OK
229.297,TraderOne,Tick,1297,1273,24,-24,150600,150600,22870,-57370,-57370,OK
229.469,TraderOne,Tick,1297,1273,24,-24,150600,150600,22870,-57370,-57370,OK
229.734,TraderOne,Tick,1297,1273,24,-24,150600,150600,22870,-57370,-57370,OK
230.0,TraderOne,Tick,1297,1273,24,-24,150600,150600,22870,-57370,-57370,OK
230.281,TraderOne,Tick,1297,1273,24,-24,150600,150700,22870,-57370,-59770,OK
230.547,TraderOne,Tick,1297,1273,24,-24,150600,150700,22870,-57370,-59770,OK
230.766,TraderOne,Tick,1297,1273,24,-24,150600,150700,22870,-57370,-59770,OK
231.016,TraderOne,Tick,1297,1273,24,-24,150600,150700,22870,-57370,-59770,OK
231.219,TraderOne,Tick,1297,1273,24,-24,150600,150700,22870,-57370,-59770,OK
231.547,TraderOne,Tick,1297,1273,24,-24,150600,150700,22870,-57370,-59770,OK
231.75,TraderOne,Tick,1297,1273,24,-24,150600,150700,22870,-57370,-59770,OK
232.047,TraderOne,Tick,1297,1273,24,-24,150600,150700,22870,-57370,-59770,OK
232.313,TraderOne,Tick,1297,1273,24,-24,150600,150700,22870,-57370,-59770,OK
232.547,TraderOne,Tick,1297,1273,24,-24,150600,150700,22870,-57370,-59770,OK
232.719,TraderOne,Tick,1297,1273,24,-24,150600,150700,22870,-57370,-59770,OK
233.063,TraderOne,Tick,1297,1273,24,-24,150600,150700,22870,-57370,-59770,OK
233.219,TraderOne,Tick,1307,1273,34,-34,150700,151100,23171,-54671,-64871,OK
233.516,TraderOne,Tick,1317,1273,44,-44,150700,151100,23472,-51972,-65172,OK
233.703,TraderOne,Tick,1317,1273,44,-44,150700,151100,23472,-51972,-65172,OK
234.047,TraderOne,Tick,1317,1273,44,-44,150700,151100,23472,-51972,-65172,OK
234.234,TraderOne,Tick,1317,1273,44,-44,150700,151100,23472,-51972,-65172,OK
234.469,TraderOne,Tick,1317,1273,44,-44,150700,151200,23472,-51972,-65172,OK
234.781,TraderOne,Tick,1317,1273,44,-44,150700,151200,23472,-51972,-65172,OK
235.063,TraderOne,Tick,1327,1273,54,-54,150800,151200,23774,-47274,-63474,OK
235.234,TraderOne,Tick,1327,1283,44,-44,151000,151500,24076,-54576,-67776,OK
235.453,TraderOne,Tick,1328,1283,45,-45,151100,151500,24106,-54206,-67706,OK
235.719,TraderOne,Tick,1328,1283,45,-45,151100,151600,24106,-54206,-67706,OK
236.016,TraderOne,Tick,1338,1283,55,-55,151200,151600,24408,-50508,-67008,OK
236.219,TraderOne,Tick,1338,1283,55,-55,151200,151600,24408,-50508,-67008,OK
236.453,TraderOne,Tick,1338,1283,55,-55,151000,151600,24408,-50508,-67008,OK
236.797,TraderOne,Tick,1338,1293,45,-45,151300,151600,24257,-54357,-67857,OK
237.0,TraderOne,Tick,1348,1293,55,-55,151000,151600,24106,-50206,-66706,OK
237.281,TraderOne,Tick,1348,1293,55,-55,151000,151700,24106,-50206,-66706,OK
237.547,TraderOne,Tick,1348,1293,55,-55,151000,151700,24106,-50206,-66706,OK
237.766,TraderOne,Tick,1348,1293,55,-55,151000,151700,24106,-50206,-66706,OK
237.969,TraderOne,Tick,1348,1293,55,-55,151000,151700,24106,-50206,-66706,OK
238.234,TraderOne,Tick,1348,1293,55,-55,151000,151700,24106,-50206,-66706,OK
238.453,TraderOne,Tick,1348,1293,55,-55,151000,151700,24106,-50206,-66706,OK
238.719,TraderOne,Tick,1348,1293,55,-55,151000,151700,24106,-50206,-66706,OK
239.047,TraderOne,Tick,1348,1293,55,-55,151000,151700,24106,-50206,-66706,OK
239.281,TraderOne,Tick,1348,1293,55,-55,151000,151500,24106,-50206,-66706,OK
239.547,TraderOne,Tick,1348,1303,45,-45,151300,151500,23955,-55055,-64055,OK
239.719,TraderOne,Tick,1348,1303,45,-45,151300,151600,23955,-55055,-68555,OK
239.953,TraderOne,Tick,1348,1303,45,-45,151300,151500,23955,-55055,-64055,OK
240.266,TraderOne,Tick,1348,1303,45,-45,151300,151400,23955,-55055,-59555,OK
240.531,TraderOne,Tick,1348,1313,35,-35,151400,151400,23804,-58904,-58904,OK
240.781,TraderOne,Tick,1348,1313,35,-35,151400,151500,23804,-58904,-62404,OK
240.984,TraderOne,Tick,1348,1313,35,-35,151400,151500,23804,-58904,-62404,OK
